WEO Country Code,ISO,Country,Region,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
946,LTU,Lithuania,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Fiscal projections for the current year take into account up-to-date available data. Projections for future years are passive on the basis on announced policy measures. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. This is the format of data presented by the authorities. Primary domestic currency: Euro Data last updated: 09/2021",13.351,14.177,15.182,16.65,18.22,20.98,24.053,29.011,32.66,26.897,28.034,31.317,33.41,35.04,36.581,37.346,38.89,42.276,45.491,48.809,48.93,52.443,2019
137,LUX,Luxembourg,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995. The Luxembourg statistics office (STATEC) publishes the national accounts data starting from 2000 only. Previously, the same data were published from 1995, but when the authorities moved to the ESA 2010 standard, the historical data were only revised back to 2000. Primary domestic currency: Euro Data last updated: 08/2021",23.08,23.772,25.095,26.188,27.936,30.031,33.808,37.179,38.129,36.977,40.178,43.165,44.112,46.5,49.824,52.066,54.867,56.814,60.053,63.516,64.143,70.14,2020
137,LUX,Luxembourg,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",21.326,21.291,23.712,29.615,34.733,37.382,42.452,50.959,56.072,51.518,53.308,60.073,56.711,61.758,66.209,57.773,60.716,64.159,70.952,71.113,73.205,83.771,2020
137,LUX,Luxembourg,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","53,227.63","54,150.11","56,513.01","58,415.79","61,402.10","65,110.47","72,072.93","78,076.05","78,810.83","74,927.05","80,024.94","84,332.41","84,046.58","86,584.96","90,642.56","92,485.94","95,214.40","96,186.68","99,755.15","103,464.77","102,447.18","109,936.24",2020
137,LUX,Luxembourg,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","49,183.43","48,498.77","53,399.45","66,061.09","76,343.55","81,048.07","90,499.47","107,014.12","115,898.76","104,393.46","106,177.04","117,366.28","108,050.47","114,996.72","120,449.74","102,624.73","105,364.03","108,621.94","117,859.72","115,838.95","116,921.11","131,301.60",2020
137,LUX,Luxembourg,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",4.326,0.974,2.825,2.466,3.519,3.513,2.271,4.333,0.721,2.499,3.081,3.376,2.433,1.503,-1,0.808,1.543,1.52,1.837,1.785,-0.356,1.3,2020
137,LUX,Luxembourg,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2021,2.4,2.217,2.5,3.308,3.692,4.083,4.233,4.183,4.142,5.45,5.808,5.65,6.088,6.817,7.07,6.626,6.243,5.833,5.094,5.391,6.327,5.567,2020
137,LUX,Luxembourg,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 08/2021,0.434,0.439,0.444,0.448,0.455,0.461,0.469,0.476,0.484,0.494,0.502,0.512,0.525,0.537,0.55,0.563,0.576,0.591,0.602,0.614,0.626,0.638,2020
137,LUX,Luxembourg,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Projections are based on the authorities' best understanding of the government's multiyear budget plan for 2021 and the medium term Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 08/2021",23.08,23.772,25.095,26.188,27.936,30.031,33.808,37.179,38.129,36.977,40.178,43.165,44.112,46.5,49.824,52.066,54.867,56.814,60.053,63.516,64.143,70.14,2020
546,MAC,Macao SAR,Asia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2019 Chain-weighted: Yes, from 2001 Primary domestic currency: Macanese pataca Data last updated: 09/2021",n/a,55.112,59.219,66.146,85.382,97.416,119.015,148.181,168.639,172.363,225.998,295.438,345.08,411.738,438.516,359.806,360.46,404.966,446.429,445.119,194.398,233.614,2020
546,MAC,Macao SAR,Asia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,6.86,7.372,8.247,10.643,12.16,14.874,18.44,21.027,21.588,28.242,36.844,43.19,51.536,54.903,45.06,45.085,50.457,55.303,55.154,24.333,29.223,2020
546,MAC,Macao SAR,Asia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,"126,316.76","134,431.29","148,082.31","184,555.06","201,157.60","231,805.11","275,378.18","307,063.00","317,954.25","409,194.28","530,123.81","592,920.96","677,758.03","689,273.81","556,286.33","558,939.37","620,067.37","668,907.70","654,972.04","284,582.05","336,604.74",2020
546,MAC,Macao SAR,Asia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,"15,723.75","16,733.98","18,461.84","23,005.59","25,109.97","28,970.43","34,268.70","38,286.23","39,822.35","51,135.16","66,111.72","74,209.14","84,833.69","86,298.09","69,666.75","69,910.52","77,257.33","82,862.88","81,156.61","35,621.46","42,106.56",2020
546,MAC,Macao SAR,Asia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,-1.569,-1.353,2.799,5.61,4.586,7.114,6.163,0.757,3.913,6.809,5.829,5.717,5.594,3.733,1.444,2.041,2.944,2.561,-0.865,-0.25,2020
546,MAC,Macao SAR,Asia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: Macanese pataca Data last updated: 09/2021,n/a,6.375,6.275,6.05,4.875,4.15,3.775,3.05,3.025,3.55,2.825,2.575,2,1.85,1.7,1.825,1.9,1.975,1.8,1.725,2.55,2.9,2020
546,MAC,Macao SAR,Asia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Macanese pataca Data last updated: 09/2021,n/a,0.436,0.441,0.447,0.463,0.484,0.513,0.538,0.549,0.542,0.552,0.557,0.582,0.608,0.636,0.647,0.645,0.653,0.667,0.68,0.683,0.694,2020
546,MAC,Macao SAR,Asia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2019 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Cash General government includes: Central Government; Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Macanese pataca Data last updated: 09/2021,n/a,55.112,59.219,66.146,85.382,97.416,119.015,148.181,168.639,172.363,225.998,295.438,345.08,411.738,438.516,359.806,360.46,404.966,446.429,445.119,194.398,233.614,2019
181,MLT,Malta,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Eurostat Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2021",4.153,4.286,4.516,4.788,4.896,5.159,5.403,5.79,6.206,6.26,6.816,6.925,7.364,7.944,8.751,9.997,10.567,11.959,12.98,14.048,13.055,13.978,2020
181,MLT,Malta,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.075,4.089,4.478,5.455,6.102,6.415,6.811,7.989,9.127,8.721,9.043,9.637,9.468,10.551,11.629,11.093,11.693,13.506,15.335,15.728,14.899,16.695,2020
181,MLT,Malta,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,683.61","10,949.60","11,442.29","12,050.27","12,242.94","12,812.67","13,340.78","14,275.27","15,217.10","15,233.02","16,462.22","16,686.22","17,637.48","18,802.78","20,378.70","22,735.76","23,459.58","25,981.93","27,285.26","28,461.86","25,370.85","26,790.07",2020
181,MLT,Malta,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,482.00","10,447.79","11,346.46","13,730.31","15,260.89","15,930.14","16,818.01","19,696.18","22,378.18","21,223.68","21,842.07","23,222.39","22,674.79","24,972.68","27,080.10","25,228.18","25,960.31","29,340.93","32,237.26","31,865.84","28,955.29","31,996.53",2020
181,MLT,Malta,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",1.017,3.565,2.052,2.447,1.885,3.371,0.772,3.054,4.982,-0.439,4.044,1.476,2.75,1.01,0.381,1.253,0.963,1.336,1.239,1.283,0.164,1.607,2020
181,MLT,Malta,Europe,Unemployment rate,Percent of total labor force,,"Source: Eurostat, Labor Force Survey Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021",6.758,7.617,7.025,7.567,7.217,6.942,6.817,6.467,5.975,6.883,6.842,6.392,6.2,6.108,5.733,5.392,4.7,4,3.658,3.617,4.283,3.6,2020
181,MLT,Malta,Europe,Population,Persons,Millions,Source: Eurostat Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,0.389,0.391,0.395,0.397,0.4,0.403,0.405,0.406,0.408,0.411,0.414,0.415,0.418,0.423,0.429,0.44,0.45,0.46,0.476,0.494,0.515,0.522,2020
181,MLT,Malta,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2020 Fiscal assumptions: Projections are based on the latest Stability Programme Update by the authorities and budget documents, taking also into account other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 09/2021",4.153,4.286,4.516,4.788,4.896,5.159,5.403,5.79,6.206,6.26,6.816,6.925,7.364,7.944,8.751,9.997,10.567,11.959,12.98,14.048,13.055,13.978,2020
138,NLD,Netherlands,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2021",452.007,481.881,501.137,512.81,529.286,550.883,584.546,619.17,647.198,624.842,639.187,650.359,652.966,660.463,671.56,690.008,708.337,738.146,773.987,813.055,800.095,843.612,2020
138,NLD,Netherlands,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",417.664,431.59,473.527,579.925,658.081,685.727,733.994,848.659,951.766,870.572,848.073,905.111,839.455,877.186,892.398,765.65,783.844,833.575,914.458,910.295,913.134,"1,007.56",2020
138,NLD,Netherlands,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","28,492.73","30,141.91","31,116.31","31,669.46","32,555.36","33,785.05","35,786.61","37,851.22","39,450.31","37,901.86","38,563.34","39,047.00","39,028.84","39,361.13","39,904.24","40,827.12","41,718.12","43,213.17","45,048.79","47,045.91","45,962.44","48,323.53",2020
138,NLD,Netherlands,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","26,327.87","26,996.17","29,401.98","35,814.27","40,477.30","42,054.88","44,936.01","51,880.38","58,015.40","52,807.45","51,165.82","54,342.11","50,175.56","52,276.99","53,026.48","45,302.80","46,165.18","48,799.87","53,224.69","52,672.50","52,456.09","57,714.88",2020
138,NLD,Netherlands,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.062,5.294,3.298,1.578,1.255,1.947,1.713,1.593,1.658,0.694,1.806,2.451,3.305,1.3,-0.14,0.452,0.75,1.201,1.794,2.706,0.872,1.822,2020
138,NLD,Netherlands,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized OECD definition Primary domestic currency: Euro Data last updated: 09/2021,3.66,3.137,3.665,4.833,5.665,5.882,5.014,4.161,3.663,4.359,4.995,4.984,5.832,7.257,7.434,6.891,6.024,4.854,3.839,3.39,3.832,3.6,2020
138,NLD,Netherlands,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,15.864,15.987,16.105,16.193,16.258,16.306,16.334,16.358,16.405,16.486,16.575,16.656,16.73,16.78,16.829,16.901,16.979,17.082,17.181,17.282,17.408,17.458,2020
138,NLD,Netherlands,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: Fiscal projections for 2020-26 are based on the IMF staff forecast framework and are also informed by the authorities' draft budget plan and Bureau for Economic Policy Analysis projections. Historical data were revised following the June 2014 Central Bureau of Statistics release of revised macroeconomic data because of the adoption of the European System of National and Regional Accounts and revisions of data sources. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021",452.007,481.881,501.137,512.81,529.286,550.883,584.546,619.17,647.198,624.842,639.187,650.359,652.966,660.463,671.56,690.008,708.337,738.146,773.987,813.055,800.095,843.612,2019
196,NZL,New Zealand,Australiasia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Statistics New Zealand Latest actual data: 2020. Authorities' actual annual data are April/March recalculated using quarterly data as Jan/Dec Notes: Starting with the April 2021 WEO, real GDP data and forecasts are reported on a production basis. Nominal GDP data are reported on expenditure basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to calendar years Start/end months of reporting year: January/December Base year: 2009. The base year is 2009Q2 to 2010Q1 Chain-weighted: Yes, from 1987 Primary domestic currency: New Zealand dollar Data last updated: 09/2021",118.397,126.288,133.645,141.669,152.956,160.768,168.971,183.197,189.424,191.966,201.445,211.024,215.935,228.106,240.891,251.635,266.809,286.758,303.059,319.2,322.118,349.622,2020
196,NZL,New Zealand,Australiasia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",54.151,53.123,62.041,82.489,101.564,113.238,109.747,134.856,135.358,121.758,145.301,166.956,175.032,187.168,200.142,176.213,185.956,203.842,210.005,210.443,209.384,247.64,2020
196,NZL,New Zealand,Australiasia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","30,671.21","32,492.35","33,823.90","35,173.67","37,409.45","38,870.41","40,372.49","43,347.93","44,444.86","44,592.44","46,277.28","48,109.80","48,957.08","51,295.51","53,298.01","54,550.28","56,569.28","59,555.14","61,822.28","64,024.39","63,328.03","68,259.82",2020
196,NZL,New Zealand,Australiasia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","14,028.14","13,667.83","15,701.88","20,480.43","24,840.18","27,378.70","26,221.94","31,909.42","31,759.19","28,283.69","33,379.61","38,062.95","39,683.43","42,089.46","44,282.11","38,200.04","39,426.72","42,334.70","42,839.82","42,210.23","41,164.58","48,348.99",2020
196,NZL,New Zealand,Australiasia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.976,1.816,2.723,1.554,2.7,3.155,2.635,3.184,3.375,1.959,4.026,1.847,0.95,1.625,0.758,0.084,1.336,1.594,1.889,1.854,1.437,3.556,2020
196,NZL,New Zealand,Australiasia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Statistics New Zealand Latest actual data: 2020 Employment type: National definition. Data refer to calendar years Primary domestic currency: New Zealand dollar Data last updated: 09/2021,6.15,5.475,5.3,4.75,4.025,3.8,3.875,3.625,4.025,5.9,6.2,6.05,6.45,5.825,5.425,5.425,5.175,4.75,4.325,4.15,4.6,4.258,2020
196,NZL,New Zealand,Australiasia,Population,Persons,Millions,Source: National Statistics Office. Statistics New Zealand Latest actual data: 2020 Primary domestic currency: New Zealand dollar Data last updated: 09/2021,3.86,3.887,3.951,4.028,4.089,4.136,4.185,4.226,4.262,4.305,4.353,4.386,4.411,4.447,4.52,4.613,4.717,4.815,4.902,4.986,5.087,5.122,2020
196,NZL,New Zealand,Australiasia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020 Fiscal assumptions: Fiscal projections are based on Budget Economic and Fiscal Update 2021 and the IMF staff estimates Start/end months of reporting year: January/December. Original reporting period July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government;. Central government and local governments Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity Primary domestic currency: New Zealand dollar Data last updated: 09/2021,118.397,126.288,133.645,141.669,152.956,160.768,168.971,183.197,189.424,191.966,201.445,211.024,215.935,228.106,240.891,251.635,266.809,286.758,303.059,319.2,322.118,349.622,2020
142,NOR,Norway,Scandinavia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: Yes, from 1980 Primary domestic currency: Norwegian krone Data last updated: 09/2021","1,507.28","1,564.31","1,561.03","1,620.37","1,783.02","1,989.99","2,216.32","2,350.17","2,607.09","2,428.48","2,591.48","2,792.68","2,964.05","3,071.22","3,140.81","3,111.17","3,098.15","3,295.38","3,553.90","3,568.49","3,413.45","3,850.81",2020
142,NOR,Norway,Scandinavia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",171.246,173.973,195.525,228.858,264.51,308.884,345.579,400.939,462.25,386.188,428.757,498.283,509.506,522.762,498.41,385.802,368.827,398.394,437,405.51,362.522,445.507,2020
142,NOR,Norway,Scandinavia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","334,892.02","346,130.89","343,286.20","354,338.93","387,680.30","429,635.87","474,395.80","497,747.17","544,616.58","501,475.01","527,995.39","561,565.80","588,323.22","602,637.99","609,103.82","597,676.97","589,880.06","622,911.65","667,532.82","666,161.95","633,931.07","710,889.49",2020
142,NOR,Norway,Scandinavia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","38,047.95","38,494.69","42,997.96","50,046.34","57,512.22","66,687.76","73,970.24","84,915.64","96,563.22","79,746.89","87,356.19","100,197.17","101,129.91","102,576.68","96,657.58","74,115.16","70,223.82","75,306.67","82,082.12","75,700.22","67,326.07","82,244.23",2020
142,NOR,Norway,Scandinavia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.969,2.097,2.696,0.625,1.118,1.843,2.171,2.834,2.181,2.022,2.753,0.107,1.392,2.006,2.07,2.333,3.469,1.628,3.487,1.366,1.438,2.3,2019
142,NOR,Norway,Scandinavia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: Norwegian krone Data last updated: 09/2021,3.426,3.546,3.889,4.494,4.471,4.616,3.444,2.539,2.747,3.266,3.794,3.364,3.294,3.773,3.617,4.531,4.74,4.216,3.854,3.728,4.595,4.3,2020
142,NOR,Norway,Scandinavia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Norwegian krone Data last updated: 09/2021,4.501,4.519,4.547,4.573,4.599,4.632,4.672,4.722,4.787,4.843,4.908,4.973,5.038,5.096,5.156,5.205,5.252,5.29,5.324,5.357,5.385,5.417,2020
142,NOR,Norway,Scandinavia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistical Office and Ministry of Finance Latest actual data: 2020 Fiscal assumptions: The fiscal projections are based on the 2021 budget. And subsequent ad-hoc updates. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Current market value Instruments included in gross and net debt: Securities Other than Shares;. Treasury bills with maturity of up to one year, and bonds with maturity of up to 10 years. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Norwegian krone Data last updated: 09/2021","1,507.28","1,564.31","1,561.03","1,620.37","1,783.02","1,989.99","2,216.32","2,350.17","2,607.09","2,428.48","2,591.48","2,792.68","2,964.05","3,071.22","3,140.81","3,111.17","3,098.15","3,295.38","3,553.90","3,568.49","3,413.45","3,850.81",2020
182,PRT,Portugal,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2021",128.415,135.775,142.554,146.068,152.248,158.553,166.26,175.483,179.103,175.416,179.611,176.096,168.296,170.492,173.054,179.713,186.49,195.947,205.184,214.375,200.088,210.751,2020
182,PRT,Portugal,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",118.658,121.605,134.7,165.185,189.296,197.363,208.767,240.524,263.388,244.402,238.308,245.075,216.361,226.437,229.961,199.414,206.369,221.28,242.423,240.013,228.356,251.709,2020
182,PRT,Portugal,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,479.67","13,102.29","13,681.35","13,966.02","14,522.12","15,095.51","15,800.77","16,644.54","16,963.38","16,598.51","16,987.53","16,679.57","16,005.59","16,303.66","16,638.02","17,350.02","18,061.09","19,023.44","19,952.17","20,840.80","19,406.95","20,477.48",2020
182,PRT,Portugal,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,531.47","11,734.88","12,927.58","15,793.85","18,055.89","18,790.56","19,840.47","22,813.67","24,946.26","23,126.18","22,539.04","23,213.13","20,576.83","21,653.51","22,109.32","19,252.02","19,986.36","21,482.83","23,573.29","23,333.32","22,148.80","24,457.14",2020
182,PRT,Portugal,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.824,3.911,4.022,2.28,2.568,2.54,2.523,2.742,0.842,-0.141,2.444,3.498,2.09,0.171,-0.27,0.291,0.881,1.618,0.635,0.369,-0.29,3.133,2020
182,PRT,Portugal,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,4.717,4.801,5.779,7.038,7.392,8.343,8.408,8.722,8.315,10.177,11.506,13.445,16.516,17.092,14.535,12.939,11.452,9.151,7.194,6.636,6.968,6.876,2020
182,PRT,Portugal,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,10.29,10.363,10.42,10.459,10.484,10.503,10.522,10.543,10.558,10.568,10.573,10.558,10.515,10.457,10.401,10.358,10.326,10.3,10.284,10.286,10.31,10.292,2020
182,PRT,Portugal,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The projections for the current year are based on the authorities' approved budget, adjusted to reflect the IMF staff's macroeconomic forecast. Projections thereafter are based on the assumption of unchanged policies. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021",128.415,135.775,142.554,146.068,152.248,158.553,166.26,175.483,179.103,175.416,179.611,176.096,168.296,170.492,173.054,179.713,186.49,195.947,205.184,214.375,200.088,210.751,2020
359,PRI,Puerto Rico,North America,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Puerto Rico Planning Board Latest actual data: FY2019/20. FY(t/t+1)=CY(t+1) National accounts manual used: Other GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 1954 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 09/2021,61.702,69.669,72.546,75.834,80.322,83.915,87.276,89.524,93.639,96.386,98.381,100.352,101.565,102.45,102.446,103.376,104.337,103.446,104.925,104.915,103.138,106.576,2020
359,PRI,Puerto Rico,North America,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",61.702,69.669,72.546,75.834,80.322,83.915,87.276,89.524,93.639,96.386,98.381,100.352,101.565,102.45,102.446,103.376,104.337,103.446,104.925,104.915,103.138,106.576,2020
359,PRI,Puerto Rico,North America,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,192.13","18,243.71","18,972.77","19,820.21","20,988.99","21,959.32","22,935.95","23,664.87","24,898.34","25,768.73","26,435.74","27,278.85","27,944.74","28,513.15","28,981.34","29,755.35","30,585.55","31,347.27","32,789.06","32,785.94","32,645.40","34,143.27",2020
359,PRI,Puerto Rico,North America,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,192.13","18,243.71","18,972.77","19,820.21","20,988.99","21,959.32","22,935.95","23,664.87","24,898.34","25,768.73","26,435.74","27,278.85","27,944.74","28,513.15","28,981.34","29,755.35","30,585.55","31,347.27","32,789.06","32,785.94","32,645.40","34,143.27",2020
359,PRI,Puerto Rico,North America,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.53,-1.959,2.308,0.541,4.94,5.88,4.519,4.248,1.36,3.905,0.527,3.266,1.152,0.811,0.07,-0.159,0.453,1.161,0.569,0.529,-0.082,3.957,2020
